sensor_id,zone,type,reading,unit,state,assessment,timestamp
KAGGLE-00465-P,Kaggle- pigeonpeas -465,PH,7.07,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00465-T,Kaggle- pigeonpeas -465,TEMPERATURE,33.6,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00465-M,Kaggle- pigeonpeas -465,MOISTURE,0.203,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00466-T,Kaggle- pigeonpeas -466,TEMPERATURE,20.6,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00467-M,Kaggle- pigeonpeas -467,MOISTURE,0.296,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00466-P,Kaggle- pigeonpeas -466,PH,6.66,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00467-T,Kaggle- pigeonpeas -467,TEMPERATURE,20.0,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00467-P,Kaggle- pigeonpeas -467,PH,5.98,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00468-M,Kaggle- pigeonpeas -468,MOISTURE,0.156,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00468-P,Kaggle- pigeonpeas -468,PH,5.46,pH,WARNING,ACIDIC — consider lime treatment,2026-05-20
KAGGLE-00468-T,Kaggle- pigeonpeas -468,TEMPERATURE,28.9,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00469-M,Kaggle- pigeonpeas -469,MOISTURE,0.168,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00470-M,Kaggle- pigeonpeas -470,MOISTURE,0.247,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00469-P,Kaggle- pigeonpeas -469,PH,4.76,pH,WARNING,ACIDIC — consider lime treatment,2026-05-20
KAGGLE-00469-T,Kaggle- pigeonpeas -469,TEMPERATURE,36.0,C,ALERT,HEAT STRESS — crops at risk,2026-05-20
KAGGLE-00470-P,Kaggle- pigeonpeas -470,PH,7.34,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00470-T,Kaggle- pigeonpeas -470,TEMPERATURE,23.7,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00471-T,Kaggle- pigeonpeas -471,TEMPERATURE,25.7,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00471-M,Kaggle- pigeonpeas -471,MOISTURE,0.229,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00472-P,Kaggle- pigeonpeas -472,PH,6.24,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00472-T,Kaggle- pigeonpeas -472,TEMPERATURE,31.1,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00472-M,Kaggle- pigeonpeas -472,MOISTURE,0.284,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00471-P,Kaggle- pigeonpeas -471,PH,4.82,pH,WARNING,ACIDIC — consider lime treatment,2026-05-20
KAGGLE-00473-P,Kaggle- pigeonpeas -473,PH,5.0,pH,WARNING,ACIDIC — consider lime treatment,2026-05-20
KAGGLE-00473-T,Kaggle- pigeonpeas -473,TEMPERATURE,18.7,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00473-M,Kaggle- pigeonpeas -473,MOISTURE,0.18,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00474-M,Kaggle- pigeonpeas -474,MOISTURE,0.162,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00474-T,Kaggle- pigeonpeas -474,TEMPERATURE,29.5,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00474-P,Kaggle- pigeonpeas -474,PH,5.56,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00475-M,Kaggle- pigeonpeas -475,MOISTURE,0.241,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00475-T,Kaggle- pigeonpeas -475,TEMPERATURE,20.4,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00475-P,Kaggle- pigeonpeas -475,PH,4.75,pH,WARNING,ACIDIC — consider lime treatment,2026-05-20
KAGGLE-00476-M,Kaggle- pigeonpeas -476,MOISTURE,0.227,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00476-T,Kaggle- pigeonpeas -476,TEMPERATURE,36.0,C,ALERT,HEAT STRESS — crops at risk,2026-05-20
KAGGLE-00476-P,Kaggle- pigeonpeas -476,PH,7.31,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00477-M,Kaggle- pigeonpeas -477,MOISTURE,0.155,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00477-T,Kaggle- pigeonpeas -477,TEMPERATURE,31.5,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00477-P,Kaggle- pigeonpeas -477,PH,5.66,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00478-M,Kaggle- pigeonpeas -478,MOISTURE,0.172,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00478-T,Kaggle- pigeonpeas -478,TEMPERATURE,36.3,C,ALERT,HEAT STRESS — crops at risk,2026-05-20
KAGGLE-00479-M,Kaggle- pigeonpeas -479,MOISTURE,0.142,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00478-P,Kaggle- pigeonpeas -478,PH,4.67,pH,WARNING,ACIDIC — consider lime treatment,2026-05-20
KAGGLE-00479-P,Kaggle- pigeonpeas -479,PH,6.47,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00479-T,Kaggle- pigeonpeas -479,TEMPERATURE,29.5,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00480-T,Kaggle- pigeonpeas -480,TEMPERATURE,30.6,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00480-P,Kaggle- pigeonpeas -480,PH,5.38,pH,WARNING,ACIDIC — consider lime treatment,2026-05-20
KAGGLE-00480-M,Kaggle- pigeonpeas -480,MOISTURE,0.229,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00481-M,Kaggle- pigeonpeas -481,MOISTURE,0.137,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00481-T,Kaggle- pigeonpeas -481,TEMPERATURE,24.7,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00481-P,Kaggle- pigeonpeas -481,PH,5.86,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00482-M,Kaggle- pigeonpeas -482,MOISTURE,0.274,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00482-T,Kaggle- pigeonpeas -482,TEMPERATURE,23.2,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00482-P,Kaggle- pigeonpeas -482,PH,6.96,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00483-M,Kaggle- pigeonpeas -483,MOISTURE,0.1,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00483-T,Kaggle- pigeonpeas -483,TEMPERATURE,19.0,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00483-P,Kaggle- pigeonpeas -483,PH,6.12,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00484-P,Kaggle- pigeonpeas -484,PH,6.42,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00484-T,Kaggle- pigeonpeas -484,TEMPERATURE,29.3,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00484-M,Kaggle- pigeonpeas -484,MOISTURE,0.222,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00485-T,Kaggle- pigeonpeas -485,TEMPERATURE,34.6,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00485-M,Kaggle- pigeonpeas -485,MOISTURE,0.147,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00486-M,Kaggle- pigeonpeas -486,MOISTURE,0.147,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00485-P,Kaggle- pigeonpeas -485,PH,4.83,pH,WARNING,ACIDIC — consider lime treatment,2026-05-20
KAGGLE-00486-T,Kaggle- pigeonpeas -486,TEMPERATURE,22.0,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00487-M,Kaggle- pigeonpeas -487,MOISTURE,0.295,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00486-P,Kaggle- pigeonpeas -486,PH,6.99,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00487-P,Kaggle- pigeonpeas -487,PH,4.6,pH,WARNING,ACIDIC — consider lime treatment,2026-05-20
KAGGLE-00487-T,Kaggle- pigeonpeas -487,TEMPERATURE,23.0,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00488-M,Kaggle- pigeonpeas -488,MOISTURE,0.12,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00488-P,Kaggle- pigeonpeas -488,PH,6.98,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00488-T,Kaggle- pigeonpeas -488,TEMPERATURE,30.6,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00489-T,Kaggle- pigeonpeas -489,TEMPERATURE,31.5,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00489-M,Kaggle- pigeonpeas -489,MOISTURE,0.168,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00489-P,Kaggle- pigeonpeas -489,PH,7.06,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00490-M,Kaggle- pigeonpeas -490,MOISTURE,0.243,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00490-P,Kaggle- pigeonpeas -490,PH,5.17,pH,WARNING,ACIDIC — consider lime treatment,2026-05-20
KAGGLE-00491-M,Kaggle- pigeonpeas -491,MOISTURE,0.16,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00490-T,Kaggle- pigeonpeas -490,TEMPERATURE,26.0,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00492-M,Kaggle- pigeonpeas -492,MOISTURE,0.259,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00491-P,Kaggle- pigeonpeas -491,PH,5.11,pH,WARNING,ACIDIC — consider lime treatment,2026-05-20
KAGGLE-00491-T,Kaggle- pigeonpeas -491,TEMPERATURE,21.0,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00492-T,Kaggle- pigeonpeas -492,TEMPERATURE,19.3,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00492-P,Kaggle- pigeonpeas -492,PH,5.37,pH,WARNING,ACIDIC — consider lime treatment,2026-05-20
KAGGLE-00493-M,Kaggle- pigeonpeas -493,MOISTURE,0.148,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00493-T,Kaggle- pigeonpeas -493,TEMPERATURE,19.2,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00494-P,Kaggle- pigeonpeas -494,PH,5.67,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00495-P,Kaggle- pigeonpeas -495,PH,6.08,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00494-T,Kaggle- pigeonpeas -494,TEMPERATURE,22.5,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00494-M,Kaggle- pigeonpeas -494,MOISTURE,0.296,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00493-P,Kaggle- pigeonpeas -493,PH,5.67,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00495-T,Kaggle- pigeonpeas -495,TEMPERATURE,36.8,C,ALERT,HEAT STRESS — crops at risk,2026-05-20
KAGGLE-00495-M,Kaggle- pigeonpeas -495,MOISTURE,0.135,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00496-T,Kaggle- pigeonpeas -496,TEMPERATURE,29.9,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00496-M,Kaggle- pigeonpeas -496,MOISTURE,0.197,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00497-T,Kaggle- pigeonpeas -497,TEMPERATURE,29.4,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00497-M,Kaggle- pigeonpeas -497,MOISTURE,0.112,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00496-P,Kaggle- pigeonpeas -496,PH,6.93,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00498-P,Kaggle- pigeonpeas -498,PH,6.88,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00498-T,Kaggle- pigeonpeas -498,TEMPERATURE,29.7,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00498-M,Kaggle- pigeonpeas -498,MOISTURE,0.282,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00497-P,Kaggle- pigeonpeas -497,PH,6.84,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00499-T,Kaggle- pigeonpeas -499,TEMPERATURE,19.5,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00499-M,Kaggle- pigeonpeas -499,MOISTURE,0.279,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00499-P,Kaggle- pigeonpeas -499,PH,6.15,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00500-P,Kaggle- pigeonpeas -500,PH,4.57,pH,WARNING,ACIDIC — consider lime treatment,2026-05-20
KAGGLE-00500-T,Kaggle- pigeonpeas -500,TEMPERATURE,20.0,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00500-M,Kaggle- pigeonpeas -500,MOISTURE,0.278,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00501-M,Kaggle- mothbeans  -501,MOISTURE,0.176,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00502-M,Kaggle- mothbeans  -502,MOISTURE,0.26,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00501-P,Kaggle- mothbeans  -501,PH,3.69,pH,ALERT,HIGHLY ACIDIC — lime required urgently,2026-05-20
KAGGLE-00501-T,Kaggle- mothbeans  -501,TEMPERATURE,27.9,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00503-T,Kaggle- mothbeans  -503,TEMPERATURE,28.7,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00503-M,Kaggle- mothbeans  -503,MOISTURE,0.171,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00502-P,Kaggle- mothbeans  -502,PH,4.37,pH,ALERT,HIGHLY ACIDIC — lime required urgently,2026-05-20
KAGGLE-00502-T,Kaggle- mothbeans  -502,TEMPERATURE,27.3,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00505-T,Kaggle- mothbeans  -505,TEMPERATURE,27.8,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00505-M,Kaggle- mothbeans  -505,MOISTURE,0.116,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00504-P,Kaggle- mothbeans  -504,PH,8.84,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00504-T,Kaggle- mothbeans  -504,TEMPERATURE,29.0,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00504-M,Kaggle- mothbeans  -504,MOISTURE,0.126,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00503-P,Kaggle- mothbeans  -503,PH,8.4,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00507-T,Kaggle- mothbeans  -507,TEMPERATURE,27.3,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00507-M,Kaggle- mothbeans  -507,MOISTURE,0.115,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00506-P,Kaggle- mothbeans  -506,PH,5.27,pH,WARNING,ACIDIC — consider lime treatment,2026-05-20
KAGGLE-00506-T,Kaggle- mothbeans  -506,TEMPERATURE,32.0,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00506-M,Kaggle- mothbeans  -506,MOISTURE,0.248,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00505-P,Kaggle- mothbeans  -505,PH,8.15,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00509-T,Kaggle- mothbeans  -509,TEMPERATURE,27.7,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00509-M,Kaggle- mothbeans  -509,MOISTURE,0.211,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00508-P,Kaggle- mothbeans  -508,PH,9.68,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00508-T,Kaggle- mothbeans  -508,TEMPERATURE,28.9,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00508-M,Kaggle- mothbeans  -508,MOISTURE,0.269,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00507-P,Kaggle- mothbeans  -507,PH,8.05,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00511-T,Kaggle- mothbeans  -511,TEMPERATURE,31.0,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00511-M,Kaggle- mothbeans  -511,MOISTURE,0.17,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00510-P,Kaggle- mothbeans  -510,PH,7.39,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00510-T,Kaggle- mothbeans  -510,TEMPERATURE,28.5,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00510-M,Kaggle- mothbeans  -510,MOISTURE,0.183,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00512-P,Kaggle- mothbeans  -512,PH,7.88,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00511-P,Kaggle- mothbeans  -511,PH,6.69,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00513-M,Kaggle- mothbeans  -513,MOISTURE,0.278,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00512-T,Kaggle- mothbeans  -512,TEMPERATURE,25.7,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00509-P,Kaggle- mothbeans  -509,PH,6.97,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00512-M,Kaggle- mothbeans  -512,MOISTURE,0.249,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00513-T,Kaggle- mothbeans  -513,TEMPERATURE,31.7,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00515-P,Kaggle- mothbeans  -515,PH,8.99,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00515-T,Kaggle- mothbeans  -515,TEMPERATURE,31.5,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00513-P,Kaggle- mothbeans  -513,PH,5.88,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00514-P,Kaggle- mothbeans  -514,PH,8.2,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00514-T,Kaggle- mothbeans  -514,TEMPERATURE,24.5,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00515-M,Kaggle- mothbeans  -515,MOISTURE,0.181,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00514-M,Kaggle- mothbeans  -514,MOISTURE,0.233,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00517-T,Kaggle- mothbeans  -517,TEMPERATURE,30.3,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00516-P,Kaggle- mothbeans  -516,PH,5.88,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00516-T,Kaggle- mothbeans  -516,TEMPERATURE,25.6,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00516-M,Kaggle- mothbeans  -516,MOISTURE,0.292,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00517-M,Kaggle- mothbeans  -517,MOISTURE,0.254,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00517-P,Kaggle- mothbeans  -517,PH,7.71,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00518-M,Kaggle- mothbeans  -518,MOISTURE,0.281,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00518-T,Kaggle- mothbeans  -518,TEMPERATURE,28.2,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00519-M,Kaggle- mothbeans  -519,MOISTURE,0.109,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00518-P,Kaggle- mothbeans  -518,PH,4.52,pH,WARNING,ACIDIC — consider lime treatment,2026-05-20
KAGGLE-00519-T,Kaggle- mothbeans  -519,TEMPERATURE,25.5,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00519-P,Kaggle- mothbeans  -519,PH,9.93,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00520-M,Kaggle- mothbeans  -520,MOISTURE,0.241,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00520-P,Kaggle- mothbeans  -520,PH,6.46,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00520-T,Kaggle- mothbeans  -520,TEMPERATURE,31.1,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00521-P,Kaggle- mothbeans  -521,PH,8.02,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00521-M,Kaggle- mothbeans  -521,MOISTURE,0.116,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00521-T,Kaggle- mothbeans  -521,TEMPERATURE,26.3,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00522-M,Kaggle- mothbeans  -522,MOISTURE,0.113,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00522-P,Kaggle- mothbeans  -522,PH,3.71,pH,ALERT,HIGHLY ACIDIC — lime required urgently,2026-05-20
KAGGLE-00522-T,Kaggle- mothbeans  -522,TEMPERATURE,28.2,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00523-M,Kaggle- mothbeans  -523,MOISTURE,0.26,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00523-T,Kaggle- mothbeans  -523,TEMPERATURE,27.0,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00523-P,Kaggle- mothbeans  -523,PH,5.49,pH,WARNING,ACIDIC — consider lime treatment,2026-05-20
KAGGLE-00524-P,Kaggle- mothbeans  -524,PH,9.25,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00524-M,Kaggle- mothbeans  -524,MOISTURE,0.135,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00524-T,Kaggle- mothbeans  -524,TEMPERATURE,25.2,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00526-M,Kaggle- mothbeans  -526,MOISTURE,0.194,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00525-P,Kaggle- mothbeans  -525,PH,6.01,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00525-M,Kaggle- mothbeans  -525,MOISTURE,0.19,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00525-T,Kaggle- mothbeans  -525,TEMPERATURE,27.3,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00527-P,Kaggle- mothbeans  -527,PH,3.81,pH,ALERT,HIGHLY ACIDIC — lime required urgently,2026-05-20
KAGGLE-00527-T,Kaggle- mothbeans  -527,TEMPERATURE,31.2,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00527-M,Kaggle- mothbeans  -527,MOISTURE,0.135,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00526-P,Kaggle- mothbeans  -526,PH,7.44,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00526-T,Kaggle- mothbeans  -526,TEMPERATURE,25.4,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00529-T,Kaggle- mothbeans  -529,TEMPERATURE,25.4,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00531-T,Kaggle- mothbeans  -531,TEMPERATURE,24.3,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00529-P,Kaggle- mothbeans  -529,PH,4.52,pH,WARNING,ACIDIC — consider lime treatment,2026-05-20
KAGGLE-00528-P,Kaggle- mothbeans  -528,PH,5.82,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00531-P,Kaggle- mothbeans  -531,PH,6.03,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00528-M,Kaggle- mothbeans  -528,MOISTURE,0.253,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00534-P,Kaggle- mothbeans  -534,PH,5.55,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00530-P,Kaggle- mothbeans  -530,PH,3.51,pH,ALERT,HIGHLY ACIDIC — lime required urgently,2026-05-20
KAGGLE-00530-T,Kaggle- mothbeans  -530,TEMPERATURE,27.1,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00529-M,Kaggle- mothbeans  -529,MOISTURE,0.104,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00530-M,Kaggle- mothbeans  -530,MOISTURE,0.296,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00533-T,Kaggle- mothbeans  -533,TEMPERATURE,28.1,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00533-M,Kaggle- mothbeans  -533,MOISTURE,0.245,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
